"Title","DLL Identifier (Work)","DLL Identifier (Author)"
"fragmentum","W1855","A4651"
"tragoediae","W1861","A4671"
"sententiae","W1919","A4682"
"palliatae","W3161","A4665"
"carmina","W3211","A4674"
"palliatae","W3539","A4658"
"annales","W3560","A4662"
"carmina","W3599","A4701"
"iurisprudentia","W3630","A4683"
"orationes","W3663","A4701"
"breviatio pedum (dub.)","W3958","A4680"
"carmen","W3943","A4680"
"de metris, fragmenta","W4016","A4680"
"genera versuum (dub.)","W3990","A4680"
"de metris horatii (dub.)","W4039","A4680"
"in senatu contra l. pisonem","W4062","A4670"
"pro milone","W4048","A4670"
"pro scauro","W4054","A4670"
"eclogae","W4044","A910"
"pro cornelio","W4089","A4670"
"grammatica","W4283","A4687"
"bellum civile","W4412","A4644"
"carmina","W4385","A4644"
"epistulae ad familiares","W4410","A4644"
"orationes","W4384","A4644"
"de analogia","W4391","A4644"
"de bello gallico","W4398","A4644"
"epistulae ad ciceronem","W4435","A4644"
"in toga candida","W4815","A4670"
"declamationes, excerpta","W5028","A4652"
"dialogi","W1597","A4655"
"contra marivadum arianum diaconum libri tres (dub.)","W5280","A4819"
"praetextae","W194","A4664"
"tragoediae","W222","A4664"
"selecta ex officio zenonis loca","W318","A4821"
"missae sancti zenonis e vetustis mss sacramentorum libris","W309","A4821"
"orationes tres","W311","A4821"
"tractatus","W365","A4821"
"testimonia selecta de sancto zenone veronensi episcopo","W358","A4821"
"consultationum zacchaei christiani et apollonii philosophi libri tres","W1307","A4843"
"regula monachorum","W1386","A4836"
"agamemnon","W1574","A4655"
"thyestes","W1570","A4655"
"oedipus","W1607","A4655"
"epistolae et decreta","W1621","A4842"
"apocolocyntosis","W1640","A4655"
"de clementia","W1616","A4655"
"de vita patris","W1622","A4655"
"epistulae morales ad lucilium","W1638","A4655"
"hercules furens","W1610","A4655"
"hercules oetaeus","W1619","A4655"
"medea","W1625","A4655"
"naturales quaestiones","W1636","A4655"
"phaedra","W1618","A4655"
"phoenissae","W1623","A4655"
"troades","W1639","A4655"
"constitutum pro damnatione trium capitolorum [definitio fidei sancti chalcedoniensis concilii]","W1613","A4842"
"de beneficiis","W1647","A4655"
"ex cleanthe versus","W1645","A4655"
"octavia (dub.)","W1641","A4655"
"contra eutychetem libri quinque","W1842","A4819"
"contra felicianum et arianum de unitate trinitatis optatum liber","W1815","A4819"
"de trinitate libri duodecim","W1833","A4819"
"solutiones obiectionum arianorum","W1839","A4819"
"contra arianos dialogus probo judice interlocutoribus","W1836","A4819"
"contra arianos dialogus","W1859","A4819"
"contra palladium arianum libri duo","W1856","A4819"
"epistolae duae","W1876","A4878"
"de architectura","W2564","A4853"
"decreta ex epistolis excerpta","W3283","A4866"
"epistola sancti zosimo papae attributa","W3301","A4866"
"epistolae et decreta","W3306","A4866"
"epigrammata","W3994","A4643"
"excerpta e sancto augustino","W4056","A4867"
"commonitorium primum","W4075","A4867"
"commonitorium secundum","W4051","A4867"
"commentarii in apocalypsim iohannis","W4472","A4868"
"tractatus de fabrica mundi","W4508","A4868"
"fragmentum chronologicum victorino ascriptum, secundum notitiam in codice bobiensi saec. ix editum","W4919","A4868"
"carmina","W195","A4664"
"epistola ad eumerium episcopum namnetensem","W5101","A4800"
"epistola ad monachos","W854","A4785"
"de septem regulis","W5348","A4827"
"ex catena in quatuor evangelia a victore capuano latine reddita","W230","A4820"
"fragmentum de cyclo paschali","W197","A4820"
"ammonii alexandrini evangelicae harmoniae, interprete victore episcopo capuano","W226","A4820"
"carmina tibulliana (dub.)","W280","A4791"
"epistula ad beatum faustum senatorem contra iohannem scytham monachum","W482","A4810"
"epistola ad sanctum augustinum post librum de gratia et libero arbitrio","W667","A4832"
"homiliae xx","W892","A4785"
"de fluminibus, fontibus, lacubus, nemoribus, paludibus, montibus, gentibus per litteras libellum","W1220","A4813"
"homilia de sancto cypriano episcopo et martyre [incertus]","W1182","A4782"
"passio septem monachorum.","W1207","A4782"
"prologus ad uictoris uitensis historiam persecutionis africanae prouinciae","W1215","A4782"
"historia persecutionis africanae provinciae","W1226","A4782"
"notitia provinciarum et civitatum africae","W1235","A4782"
"argonautica","W1305","A4806"
"de monogamia","W3181","A4829"
"de praescriptione haereticorum","W3178","A4829"
"de fuga in persecutione","W3215","A4829"
"de idololatria","W3186","A4829"
"de ligno vitae","W3210","A4829"
"de oratione","W3191","A4829"
"de pudicitia","W3189","A4829"
"de virginibus velandis","W3213","A4829"
"genesis","W3187","A4829"
"de paenitentia","W3222","A4829"
"de pallio","W3200","A4829"
"de patientia","W3207","A4829"
"de spectaculis","W3197","A4829"
"de iona et ninive","W3223","A4829"
"scorpiace","W3224","A4829"
"historiae","W3261","A3487"
"grammatica","W3252","A3487"
"aeneis","W3809","A4830"
"prolegomena","W3892","A4827"
"eclogae","W3894","A4830"
"georgica","W3898","A4830"
"vita m. annaei lucani","W3987","A4824"
"epitoma rei militaris","W4376","A4794"
"digesta artis mulomedicinae","W4370","A4794"
"de laude sanctorum","W4366","A4865"
"de ieiunio aduersus psychicos","W4970","A4829"
"de resurrectione mortuorum","W4973","A4829"
"passio perpetuae et felicitatis","W4971","A4829"
"elegiae","W5188","A4791"
"de iudicio domini","W3202","A4829"
"de testimonio animae","W3204","A4829"
"praefatio in euangelicas harmonias","W196","A4820"
"heauton timorumenos","W5332","A4793"
"epistolae et decreta","W758","A4831"
"epistulae","W2439","A5544"
"elegiae","W2427","A5544"
"aduersus praxean","W3188","A4829"
"de anima","W3184","A4829"
"ad senatorem, ex christiana religione ad idolorum servitutem conversum","W3196","A4829"
"ad uxorem","W3167","A4829"
"aduersus marcionem","W3214","A4829"
"carmen adversus marcionitas","W3212","A4829"
"de baptismo","W3193","A4829"
"de cultu feminarum","W3216","A4829"
"de execrandis gentis diis","W3190","A4829"
"aduersus hermogenem","W3198","A4829"
"adversus omnes haereses","W3225","A4829"
"apologeticum","W3203","A4829"
"de carne christi","W3248","A4829"
"de censu animae contra hermogenem (fragmenta apud 'praedestinatum' seruata)","W3201","A4829"
"de corona","W3208","A4829"
"de exstasi (fragmentum apud 'praedestinatum' seruatum)","W3199","A4829"
"hecyra","W3280","A4793"
"ad scapulam","W3221","A4829"
"eunuchus","W3300","A4793"
"andria","W3313","A4793"
"adelphoe","W3338","A4793"
"phormio","W3336","A4793"
"fragmenta","W3519","A4823"
"laudes in valentinianum seniorem augustum i and ii","W3537","A4823"
"oratio pro patres","W3516","A4823"
"oratio pro valerio fortunato","W3533","A4823"
"carmina","W3541","A4823"
"epistulae","W3547","A4823"
"laudes in gratianum  augustum","W3576","A4823"
"laudes in patres","W3552","A4823"
"oratio pro flavio severo","W3545","A4823"
"oratio pro synesio","W3573","A4823"
"oratio pro trygetio","W3551","A4823"
"relationes","W3542","A4823"
"annales","W3772","A4796"
"de vita iulii agricolae","W3778","A4796"
"dialogus de oratoribus","W3786","A4796"
"historiae","W3763","A4796"
"de origine et situ germanorum","W4943","A4796"
"ad martyras","W4969","A4829"
"aduersus apelleiacos","W4974","A4829"
"aduersus valentinianos","W4972","A4829"
"de exhortatione castitatis","W4975","A4829"
"ad nationes","W3220","A4829"
"aduersus iudaeos","W3205","A4829"
"de fato","W3206","A4829"
"commentarius in artem donati","W4258","A4777"
"de poetis","W1573","A4799"
"de vita caesarum","W1582","A4799"
"epistolae","W171","A4792"
"homilia de epiphania","W771","A4798"
"decretoriae sententiae","W1167","A4809"
"concilium romanum sub ss stephano i celebratum","W1193","A4809"
"epistolae quae ad ss stephanum i papam attinent","W1202","A4809"
"notitia epistolarum non exstantium quae ad stephanum attinent","W1209","A4809"
"notitia ex libro pontificali damasi papae","W1216","A4809"
"epistolae decretales ss stephano adscriptae","W1230","A4809"
"de grammaticis et rhetoribus","W1547","A4799"
"fragmenta","W1543","A4799"
"de historicis","W1558","A4799"
"de oratoribus","W1594","A4799"
"prata","W1552","A4799"
"collectanea rerum memorabilium","W1706","A4801"
"epistola i ad himerium episcopum","W1959","A4828"
"epistola ii valentiniani imperatoris ad pipianum","W1942","A4828"
"epistola vi ad diversos episcopos","W1973","A4828"
"epistola vii ad diversos episcopos missa adversus jovinianum haereticum","W1957","A4828"
"epistola viiii ad anysium thessalonicensem aliosque illyrici episcopos","W1941","A4828"
"epistola x seu canones synodi romanorum ad gallos episcopos","W1945","A4828"
"epistola iv ad anysium thessalonicensem","W1986","A4828"
"epistola v ad episcopos africae","W1990","A4828"
"epistolae et decreta","W2378","A4811"
"carmen","W2458","A5544"
"de statu rei publicae (dub.)","W2464","A5544"
"coronis sidoniana","W3571","A4795"
"carmina","W3564","A4795"
"epistularum libri ix","W3606","A4795"
"punica","W3696","A4804"
"de condicionibus agrorum","W3743","A4807"
"de quaestoriis agris","W3727","A4807"
"epistola de judaeis","W3773","A4786"
"de divisis et assignatis","W3750","A4807"
"epistola ad omnem ecclesiam de virtutibus ad judaeorum conversionem","W3766","A4786"
"de bello germanico (fragment)","W4052","A4826"
"silvae","W4057","A4826"
"achilleis","W4076","A4826"
"thebais","W4064","A4826"
"de finalibus","W4268","A4777"
"de metris horatianis","W4245","A4777"
"in vergilii georgicon libros","W4292","A4777"
"de centum metris","W4293","A4777"
"in vergilii aeneidos libros","W4246","A4777"
"in vergilii bucolicon librum","W4253","A4777"
"vita vergilii","W4316","A4777"
"historiarum frr. e papyris","W635","A5543"
"in m. tullium ciceronem (dub.)","W609","A5543"
"historiarum frr. e codicibus","W5236","A5543"
"carmen de se ad deam nortiam (cil vi 537 hoc est ce 1530a)","W199","A5550"
"in ecclesiasten expositio mystica","W198","A4779"
"in parabolas salomonis expositio mystica","W229","A4779"
"arati 'phaenomena' uersa atque retractata","W213","A5550"
"carmen ad flauium myrmeicum","W200","A5550"
"descriptio orbis terrae (periegesis)","W206","A5550"
"de ora maritima","W231","A5550"
"catilinae coniuratio","W588","A5543"
"historiae","W591","A5543"
"bellum iugurthinum","W636","A5543"
"historiarum frr. ampliora","W598","A5543"
"ad caesarem de re publica (dub.)","W629","A5543"
"carmen de jesu christi beneficiis","W1096","A4740"
"historiae testamenti veteris et novi","W1158","A4740"
"epitaphium [ex venantii fortunati libro iv]","W1323","A4761"
"epistularum libri ii","W1377","A4761"
"de gubernatione dei","W2907","A4789"
"timothei ad ecclesiam libri iiii","W2920","A4789"
"ad ecclesiam siue aduersus auaritiam","W2934","A4789"
"interpretatio orationum gregorii nazianzeni","W3339","A4757"
"ad sanctum augustinum epistola","W3262","A4825"
"provinciae palestinae liber de fide (dub.)","W3334","A4757"
"apologiae in sanctum hieronimum libri duo","W3341","A4757"
"commentarium in joel prophetam","W3349","A4757"
"commentarius in amos prophetam","W3330","A4757"
"commentarius in symbolum apostolorum","W3342","A4757"
"de benedictionibus patriarcharum","W3350","A4757"
"eusebii caesariensis historia ecclesiastica: rufini continuatio","W3327","A4757"
"origenis de principiis","W3356","A4757"
"origenis in canticum canticorum","W3326","A4757"
"verba seniorum","W3368","A4757"
"vita","W3346","A4757"
"vita sanctae eugeniae virginis ac martyris (dub.)","W3355","A4757"
"commentarium in oseam","W3357","A4757"
"epistola anastasiii romae urbis episcopi ad joannem episcopum jerosolymorum","W3358","A4757"
"libellus de fide seu duodecim anathematismi (dub.)","W3348","A4757"
"sermo xi: de tempore barbarico i","W3891","A4760"
"sermo xii: de tempore barbarico ii","W3858","A4760"
"epistulae quattuor","W4480","A4770"
"testamentum","W4484","A4770"
"versus de calice","W4514","A4770"
"apologia quam pro se misit rufinus presbyter ad anastasium, romanae urbis episcopum","W4965","A4757"
"commentarius in lxxv psalmos [attributus]","W4963","A4757"
"historia monachorum","W4962","A4757"
"epistulae","W4984","A4789"
"contra acephalos disputatio","W5108","A4774"
"sermo vi: de ultima quarta feria","W3893","A4760"
"ad vigilium de iudaica incredulitate","W2763","A4884"
"sermo iii: de symbolo iii","W5349","A4760"
"institutio oratoria","W1118","A5545"
"declamationes minores","W1136","A5545"
"declamationes maiores (dub.)","W1131","A5545"
"de revelatione capitis beati johannis baptistae tractatus","W2689","A4884"
"oratio cypriani antiocheni pro martyribus.","W2711","A4884"
"ad novatianum","W2730","A4884"
"coena (cypriano falso adscripta).","W2716","A4884"
"de disciplina et bono pudicitiae","W2723","A4884"
"de pascha computus","W2715","A4884"
"de rebaptismate","W2722","A4884"
"de xii abusionibus saeculi [adscriptus]","W2713","A4884"
"epistulae","W2721","A4884"
"exhortatio ad poenitentiam","W2728","A4884"
"tractatus adversus judaeos qui insecuti sunt dominum nostrum jesum christum","W2718","A4884"
"carmina","W2710","A4884"
"de montibus sina et sion, adversus judaeos","W2708","A4884"
"de spectaculis liber","W2738","A4884"
"oratio antiocheni quam sub die passionis suae dixit [incerta]","W2764","A4884"
"ad quendam senatoren","W2754","A4884"
"de duplici martyrio","W2753","A4884"
"de laude martyrii","W2760","A4884"
"de singularitate clericorum","W2756","A4884"
"liber de aleatoribus","W2755","A4884"
"epitaphium nestorianae et pelagianae haereseon","W3333","A4899"
"poema ad uxorem","W3331","A4899"
"liber sententiarum","W3354","A4899"
"responsiones ad capitula gallorum","W3343","A4899"
"responsiones ad capitula objectionum vincentianarum","W3351","A4899"
"epistula ad rufinum de gratia et libero arbitrio","W3363","A4899"
"liber de praedictionibus et promissionibus dei","W3345","A4899"
"libri de vocatione gentium","W3362","A4899"
"descriptio urbis romae","W3754","A4754"
"de haeresibus sancti augustini epistolae quatuor","W3860","A4760"
"de quattuor virtutibus caritatis","W3868","A4760"
"epistulae duae ad augustinum","W3873","A4760"
"liber promissionum et praedictorum dei","W3879","A4760"
"sermo i: de symbolo i","W3856","A4760"
"sermo ii: de symbolo ii","W3863","A4760"
"sermo iv: contra iudaeos, paganos et arianos","W3875","A4760"
"sermo vii: de cataclysmo","W3861","A4760"
"sermo viii: de accedentibus ad gratiam i","W3869","A4760"
"sermo viiii: de accedentibus ad gratiam ii","W3874","A4760"
"sermo v: de cantico nouo","W3886","A4760"
"sermo x: aduersus quinque haereses","W3884","A4760"
"sermo de cantico isaiae","W3889","A4760"
"pro augustino responsiones ad excerpta genuensium","W4966","A4899"
"expositio psalmorum a centesimo usque ad centesimum quinquagesimum","W4967","A4899"
"epistula","W3497","A4887"
"dubius sermo","W341","A5537"
"naturalis historia","W312","A5537"
"panegyricus constantino","W413","A4902"
"epigrammata","W431","A4902"
"epistula ad constantinem","W411","A4902"
"epistulae","W2341","A4904"
"elegiae","W1241","A4889"
"epistola ad justinianum imperatorem","W1508","A4893"
"commentarius in apocalypsin","W1851","A4875"
"in epistolas sancti pauli","W1863","A4875"
"panegyricus","W2316","A4904"
"kalendarium anno cccciil conscriptum","W2709","A4870"
"vita cypriani","W3271","A4910"
"acta proconsularia sancti cypriani","W3265","A4910"
"chronicon","W3329","A4899"
"confessio","W3340","A4899"
"carmen de ingratis","W3353","A4899"
"epistola inter augustianas ccxxvi","W3370","A4899"
"carmen de providentia","W3361","A4899"
"de gratia dei et libero arbitrio contra collatorem","W3372","A4899"
"epistula ad augustinum hipponensem","W3377","A4899"
"epistola inter augustianas ccxxv","W3391","A4899"
"epigrammata in obtrectatorem augustini","W3429","A4899"
"epigrammata in quempiam augustini obtrectatorem","W3406","A4899"
"epigrammatum ex sententiis sancti augustini liber unus","W3407","A4899"
"epistula ad athanasium","W3472","A4887"
"epistula de substantia patris et filii et spiritus sancti","W3479","A4887"
"de lazaro","W3511","A4887"
"de martyrio esaiae prophetae","W3515","A4887"
"persa","W3759","A4895"
"rudens","W3742","A4895"
"epidicus","W3782","A4895"
"fragmenta","W3761","A4895"
"mostellaria","W3780","A4895"
"trinummus","W3785","A4895"
"truculentus","W3762","A4895"
"mercator","W3775","A4895"
"pseudolus","W3771","A4895"
"stichus","W3798","A4895"
"menaechmi","W3767","A4895"
"poenulus","W3765","A4895"
"vidularia","W3769","A4895"
"curculio","W4945","A4895"
"miles gloriosus","W4944","A4895"
"tractatus duo","W4954","A4887"
"chronicum integrum in dua partes distributum [appendicula]","W4964","A4899"
"operum sancti augustini elenchus","W5082","A5535"
"vita augustini","W5090","A5535"
